HF
cc-pVTZ
geom
Atom	X	Y	Z
C	0.0000000	0.0000000	0.7621490
C	0.0000000	0.0000000	-0.7621490
H	0.0000000	1.0106870	1.1543860
H	-0.8752810	-0.5053440	1.1543860
H	0.8752810	-0.5053440	1.1543860
H	0.0000000	-1.0106870	-1.1543860
H	-0.8752810	0.5053440	-1.1543860
H	0.8752810	0.5053440	-1.1543860
-------------------------------------------
