HF
cc-pVTZ
geom
Atom	X	Y	Z
C	0.0000000	0.8636660	0.0000000
C	0.7479560	-0.4318330	0.0000000
C	-0.7479560	-0.4318330	0.0000000
H	0.0000000	1.4465960	0.9011630
H	1.2527890	-0.7232980	0.9011630
H	-1.2527890	-0.7232980	0.9011630
H	0.0000000	1.4465960	-0.9011630
H	1.2527890	-0.7232980	-0.9011630
H	-1.2527890	-0.7232980	-0.9011630
