HF
cc-pVTZ
geom
Atom	X	Y	Z
C	1.7212510	-0.2476240	-0.2872470
C	0.5373360	0.5213370	0.3009440
C	-0.7236750	-0.2935280	0.3326890
C	-1.8483050	0.0168710	-0.2753230
H	-0.6771330	-1.2080360	0.9024760
H	1.5275820	-0.5292270	-1.3156230
H	2.6220810	0.3545680	-0.2655340
H	1.9155030	-1.1550420	0.2743650
H	0.7847530	0.8261240	1.3144040
H	0.3680320	1.4291620	-0.2667140
H	-1.9468210	0.9160700	-0.8569930
H	-2.7136400	-0.6159570	-0.2127570
