HF
cc-pVTZ
geom
Atom	X	Y	Z
C	0.0000000	0.7322460	0.0000000
C	0.0000000	-0.7322460	0.0000000
C	1.0934490	1.4704970	0.0000000
C	-1.0934490	-1.4704970	0.0000000
H	-0.9640500	1.2109270	0.0000000
H	0.9640500	-1.2109270	0.0000000
H	1.0454320	2.5424050	0.0000000
H	2.0725220	1.0268360	0.0000000
H	-1.0454320	-2.5424050	0.0000000
H	-2.0725220	-1.0268360	0.0000000
-------------------------------------------
