HF
cc-pVTZ
geom
Atom	X	Y	Z
C	-0.6749580	1.8122600	0.0000000
C	0.0000000	0.7087510	0.0000000
C	0.6745610	-0.3935900	0.0000000
C	0.0689770	-1.7719940	0.0000000
H	-0.9637270	2.2863020	0.9197170
H	-0.9637270	2.2863020	-0.9197170
H	1.7492070	-0.3248560	0.0000000
H	-1.0108000	-1.7240370	0.0000000
H	0.3887820	-2.3281380	-0.8743940
H	0.3887820	-2.3281380	0.8743940
-------------------------------------------
