HF
cc-pVTZ
geom
Atom	X	Y	Z
C	0.3446900	0.3965310	0.0000000
C	-0.8773260	1.2811150	0.0000000
H	1.2778080	0.9316230	0.0000000
C	0.3446900	-0.8964490	0.7501020
C	0.3446900	-0.8964490	-0.7501020
H	1.2422530	-1.1973250	1.2562220
H	1.2422530	-1.1973250	-1.2562220
H	-0.5602430	-1.1858400	1.2515210
H	-0.5602430	-1.1858400	-1.2515210
H	-1.7855800	0.6885880	0.0000000
H	-0.8983540	1.9188140	0.8772860
H	-0.8983540	1.9188140	-0.8772860
-------------------------------------------
