HF
cc-pVTZ
geom
Atom	X	Y	Z
C	0.0000000	0.0000000	0.5914320
C	0.0000000	0.0000000	-0.5914320
C	0.0000000	0.0000000	2.0572740
C	0.0000000	0.0000000	-2.0572740
H	0.0000000	1.0128380	2.4392260
H	-0.8771440	-0.5064190	2.4392260
H	0.8771440	-0.5064190	2.4392260
H	0.0000000	1.0128380	-2.4392260
H	0.8771440	-0.5064190	-2.4392260
H	-0.8771440	-0.5064190	-2.4392260
