HF
cc-pVTZ
geom
Atom	X	Y	Z
C	0.0000000	1.0769590	0.1261520
C	0.0000000	-1.0769590	0.1261520
C	-1.0769590	0.0000000	-0.1261520
C	1.0769590	0.0000000	-0.1261520
H	0.0000000	1.4062340	1.1580830
H	0.0000000	1.9498760	-0.5130620
H	0.0000000	-1.4062340	1.1580830
H	0.0000000	-1.9498760	-0.5130620
H	-1.4062340	0.0000000	-1.1580830
H	-1.9498760	0.0000000	0.5130620
H	1.4062340	0.0000000	-1.1580830
H	1.9498760	0.0000000	0.5130620
-------------------------------------------
