HF
cc-pVTZ
geom
Atom	X	Y	Z
C	0.0000000	0.0000000	0.5834470
C	0.0000000	1.2712980	-0.2589750
C	0.0000000	-1.2712980	-0.2589750
H	0.8687570	0.0000000	1.2348550
H	-0.8687570	0.0000000	1.2348550
H	0.0000000	2.1579390	0.3648220
H	0.0000000	-2.1579390	0.3648220
H	0.8758170	1.3158940	-0.8980850
H	-0.8758170	1.3158940	-0.8980850
H	-0.8758170	-1.3158940	-0.8980850
H	0.8758170	-1.3158940	-0.8980850
-------------------------------------------
