HF
cc-pVTZ
geom
Atom	X	Y	Z
C	0.0000000	0.0000000	0.1276390
C	0.0000000	0.0000000	1.4457020
H	0.0000000	0.9148520	2.0089270
H	0.0000000	-0.9148520	2.0089270
C	0.0000000	1.2725920	-0.6749500
C	0.0000000	-1.2725920	-0.6749500
H	0.0000000	2.1475260	-0.0393600
H	0.8724240	1.3179520	-1.3199430
H	-0.8724240	1.3179520	-1.3199430
H	0.0000000	-2.1475260	-0.0393600
H	-0.8724240	-1.3179520	-1.3199430
H	0.8724240	-1.3179520	-1.3199430
