HF
cc-pVTZ
geom
Atom	X	Y	Z
C	-1.1275990	-0.5167010	0.0000000
C	0.0000000	0.4714020	0.0000000
C	1.2789600	0.1647550	0.0000000
H	1.6156350	-0.8565880	0.0000000
H	2.0370870	0.9251750	0.0000000
H	-0.2836160	1.5109730	0.0000000
H	-0.7609530	-1.5351750	0.0000000
H	-1.7581590	-0.3805610	0.8727170
H	-1.7581590	-0.3805610	-0.8727170
